Phoneme	SegmentClass	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	lenis	raisedLarynxEjective	loweredLarynxImplosive	click	Representation
zʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.008836524300441826
zʲː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
zʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0062592047128129605
zˀ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-	0.0003681885125184094
zː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.008836524300441826
zˠ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
zˤ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0029455081001472753
zˤː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0014727540500736377
z̞̩	consonant	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
z̞̩ˠ	consonant	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	+	+	-	+	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
z̞̩̃ˠ	consonant	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	+	+	-	+	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
z̟	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
z̠	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
z̤	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0007363770250368188
z̥	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0014727540500736377
z̩	consonant	-	+	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
z̪	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.023564064801178203
z̪|z	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	0	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.016200294550810016
z̪ʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0014727540500736377
z̪ʲ|zʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	0	+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
z̪ʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
z̪ʷ|zʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	+	0	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
z̪ː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
z̪ˤ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0014727540500736377
z̪ˤ|zˤ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	0	+	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
z̪ˤː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
z̪̻	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
z̪͇|z͇	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
z̺	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.004050073637702504
z̻	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.004786450662739323
z̻ː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
z͇	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0011045655375552283
z͈ː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	+	-	-	-	-	0.0003681885125184094
æ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	0	-	-	0	0.0743740795287187
æe	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+,-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
æe̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+,-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
æẽ̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-,+	-	-	0	0	-	0	0	0	+	-	+,-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
æi	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0014727540500736377
æi̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.001840942562592047
æo	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-	+,-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
æu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
æu̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
æɔ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-	+,-	+,-	-,+	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
æɛ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+,-	+	-	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
æɪ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	+	-	-	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
æɪ̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	+	-	-	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
æʉ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	+,-	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
æʌ̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+,-	+,-	-,+	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
æː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	0	-	-	0	0.02540500736377025
æːi	vowel	-	+	-	+,-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
æːɪ	vowel	-	+	-	+,-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	+	-	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
æːʊ	vowel	-	+	-	+,-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	+,-	-,+	-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
æˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
æˤ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-,+	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
æ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	0	-	-	0	0.016200294550810016
æ̃ɪ̯̃	vowel	-	+,-	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-,+	+,-	+	-	-	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
æ̃ː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	0	-	-	0	0.002577319587628866
æ̞̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	0	-	-	0	0.009941089837997054
æ̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	+	-	0	0	-	-	0	0.0003681885125184094
æ̤ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	+	-	0	0	-	-	0	0.0003681885125184094
æ̰	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	+	0	0	-	-	0	0.0011045655375552283
ç	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.047496318114874814
çʰ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	+	-	-	-	-	-	-	0.0003681885125184094
çʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0007363770250368188
çʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0011045655375552283
çː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0014727540500736377
ç̟	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0007363770250368188
ð	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.05522827687776141
ðʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0014727540500736377
ðʼ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-	0.0003681885125184094
ðː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0014727540500736377
ðˠ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ðˤ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
ð̞	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0022091310751104565
ð̪	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ð̪̙ˤ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	+	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ð̪̺	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0011045655375552283
ð̺̞	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ð͇ˠ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ð͉	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	+	-	-	-	0.0003681885125184094
ø	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.03166421207658321
øu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-,+	-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
øu̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-,+	-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
øy	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-,+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0011045655375552283
øy̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-,+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
øɘ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-	-	+,-	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
øə	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-	-	+,-	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
øɪ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-,+	-	+	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
øɪ̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-,+	-	+	-	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
øʌ̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-	-	+,-	-,+	+,-	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
øː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.015832106038291605
øːy̯	vowel	-	+,-	-	+,-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-,+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
øˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ø̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
ø̃ː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0014727540500736377
ø̆	vowel	-	+	+	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ø̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	+	-	0	-	-	+	-	-	-	0	0	-	-	0	0.005891016200294551
ø̞ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	+	-	0	-	-	+	-	-	-	0	0	-	-	0	0.0014727540500736377
ø̞ˤ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	+	-	0	-,+	-	+	-	-	-	0	0	-	-	0	0.0007363770250368188
ø̞̜	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	0	-	-	0	0	0	+	-	-	+	-	0	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ø̞̜ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	0	-	-	0	0	0	+	-	-	+	-	0	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ø̠	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	-	+	0	+	-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ø̠̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	-	+	0	+	-	-	+	-	0	-	-	+	-	-	-	0	0	-	-	0	0.0003681885125184094
ø̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	+	-	+	-	-	+	-	+	-	0	0	-	-	0	0.0007363770250368188
ø̰	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	+	0	0	-	-	0	0.0003681885125184094
ħ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	+	0	+	-	-	-	-	-	-	-	-	-	-	0.027614138438880706
ħʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	-	0	0	0	+	-	+	-	+	0	+	-	-	-	-	-	-	-	-	-	-	0.0011045655375552283
ħː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	+	0	+	-	-	-	-	-	-	-	-	-	-	0.001840942562592047
ħ̃ʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	+	-	-	0	0	-	0	0	0	+	-,+	+,-	-,+	+,-	0	+	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
ħ͈ː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	+	0	+	-	-	-	-	-	+	-	-	-	-	0.0003681885125184094
ŋ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.6384388807069219
ŋb	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-,+	-	-	-	0	0	0	+,-	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ŋh	consonant	-	-	-	-	+,-	+,-	-,+	+	-	-	-	+,-	-	-	0	0	-	0	0	0	+,-	+	-	-	-	0	-	-	+,-	-	-,+	-	-	-	-	-	-	0.0003681885125184094
ŋhʲ	consonant	-	-	-	-	+,-	+,-	-,+	+	-	-	-	+,-	-	-	0	0	-	0	0	0	+,-,+	+	-	-,0,+	-	0	-	-	+,-	-	-,+	-	-	-	-	-	-	0.0003681885125184094
ŋhʷ	consonant	-	-	-	-	+,-	+,-	-,+	+	-	-	-	+,-	-	-,-,+	+	-	-	0	0	0	+,-	+	-	-	-	0	-	-	+,-	-	-,+	-	-	-	-	-	-	0.0003681885125184094
ŋhᶣ	consonant	-	-	-	-	+,-	+,-	-,+	+	-	-	-	+,-	-	-,-,+	+	-	-	0	0	0	+,-,+	+	-	-,0,+	-	0	-	-	+,-	-	-,+	-	-	-	-	-	-	0.0003681885125184094
ŋk	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+,-	-	-	-	-	-	-	-	-	0.015832106038291605
ŋkx	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0003681885125184094
ŋkɾ	consonant	-	-	-	-	+	+,-,+	-,-,+	-	-,-,+	-,-,+	-	+,-,-	-	-	0	0	-,-,+	+	-	-	+,+,-	+	-	-	-	0	-	-	+,-,+	-	-	-	-	-	-	-	-	0.0003681885125184094
ŋkʰ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+,-	-	-,+	-	-	-	-	-	-	0.0033136966126656848
ŋkʲ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	-	0	0	0	+	+	-	-,-,+	-	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0007363770250368188
ŋkʷ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-,-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0033136966126656848
ŋkʼ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+,-	-	-	-,+	-	-	-,+	-	-	0.0003681885125184094
ŋm	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-,+	-	-	-	0	0	0	+,-	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.03166421207658321
ŋmkp	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	+	+	-	-	-	0	-	-	+,-	-	-	-	-	-	-	-	-	0.001840942562592047
ŋmkpɾ	consonant	-	-	-	-	+	+,-	-	-	-	-,+	-	+,-	-	+	-	-	+	+	-	-	+	+	-	-	-	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0003681885125184094
ŋmɡb	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.03276877761413844
ŋmʲ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-,+	-	-	-	0	0	0	+,-,+	+	-	-,0,+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ŋmʷ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-,+,+	0,-,+	-	-	0	0	0	+,-	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ŋmˤ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-,+	-	-	-	0	0	0	+,-	+	-	-	-	0	-,-,+	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ŋxʰ	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+,-	-	-,+	-	-	-	-	-	-	0.0003681885125184094
ŋǀ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	+	-	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	+	0.001840942562592047
ŋǀʱ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	+	-	+	+	-	-	-	0	-	-	+	-	+	-	-	-	-	-	+	0.0003681885125184094
ŋǀ͓	consonant	-	-	-	-	+	+	-	+	-	-	-	+	-	-	0	0	+	+	+	-	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	+	0.001840942562592047
ŋǁ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	+	-	0	0	+	+	-	-	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	+	0.001840942562592047
ŋǁʼ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	+	-	0	0	+	+	-	-	+	+	-	-	-	0	-	-	-	-	-	+	-	-	+	-	+	0.0003681885125184094
ŋǁ͓	consonant	-	-	-	-	+	+	-	+	-	-	-	+	+	-	0	0	+	+	-	-	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	+	0.0011045655375552283
ŋǂ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	-	+	-	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	+	0.0007363770250368188
ŋǂ͓ˡ	consonant	-	-	-	-	+	+	-	+	-	-	-	+	-,+	-	0	0	+	-	+	-	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	+	0.0003681885125184094
ŋǃ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	+	0.0029455081001472753
ŋǃʱ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	+	+	-	-	-	0	-	-	+	-	+	-	-	-	-	-	+	0.0003681885125184094
