Phoneme	SegmentClass	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	lenis	raisedLarynxEjective	loweredLarynxImplosive	click	Representation
kǂ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	+	0.0014727540500736377
kǂh	consonant	-	-	-	-	+,-	-	-,+	-,+	-	-	-	-	-	-	0	0	+,-	-	+	-	+,-	+	-	-	-	0	-	-	-	-	-,+	-	-	-	-	-	+,-	0.0003681885125184094
kǂkxʼ	consonant	-	-	-	-	+	-	-	-,+	-	-	-	-	-	-	0	0	+,-	-	+	-	+	+	-	-	-	0	-	-	-	-	-	-,+	-	-	-,+	-	+,-	0.0003681885125184094
kǂx	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	+	0.0007363770250368188
kǂʔ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+,-	-	+	-	+,-	+	-	-	-	0	-	-	-	-	-	-,+	-	-	-	-	+,-	0.0003681885125184094
kǂʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	+	0.0007363770250368188
kǂ͓ˡ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-,+	-	0	0	+	-	+	-	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	+	0.0003681885125184094
kǂ͓ˡx	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-,+	-	0	0	+	-	+	-	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	+	0.0003681885125184094
kǂ͓ˡʰ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-,+	-	0	0	+	-	+	-	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	+	0.0003681885125184094
kǃ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	+	0.005154639175257732
kǃh	consonant	-	-	-	-	+,-	-	-,+	-,+	-	-	-	-	-	-	0	0	+,-	+	-	-	+,-	+	-	-	-	0	-	-	-	-	-,+	-	-	-	-	-	+,-	0.0003681885125184094
kǃkxʼ	consonant	-	-	-	-	+	-	-	-,+	-	-	-	-	-	-	0	0	+,-	+	-	-	+	+	-	-	-	0	-	-	-	-	-	-,+	-	-	-,+	-	+,-	0.0003681885125184094
kǃx	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	-	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	+	0.0011045655375552283
kǃxʰ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	-	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	+	0.0003681885125184094
kǃxʼ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	-	+	+	-	-	-	0	-	-	-	-	-	+	-	-	+	-	+	0.0003681885125184094
kǃʔ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+,-	+	-	-	+,-	+	-	-	-	0	-	-	-	-	-	-,+	-	-	-	-	+,-	0.0003681885125184094
kǃʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	+	0.0029455081001472753
kǃʰʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-,+	+	-	-	+,-	+	-	-	-	0	-	-	-	-	-,+	+,-	-	-	-,+	-	+	0.0003681885125184094
kǃʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	+	+	-	-	-	0	-	-	-	-	-	+	-	-	+	-	+	0.0007363770250368188
kǃ̠	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	+	0.0014727540500736377
kǃ̠xʰ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	+	0.0003681885125184094
kǃ̠ʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	+	0.0007363770250368188
kǃ̠ˀ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	-	-	0	-	-	-	-	-	+	-	-	-	-	+	0.0003681885125184094
kǃ̪	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	+	0.0003681885125184094
kǃ͓	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	-	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	+	0.0003681885125184094
kɡ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-,+	-	-	-	-	-	-	-	-	0.0003681885125184094
kɦ	consonant	-	-	-	-	+,-	-	-,+	-,+	-	-	-	-	-	-	0	0	-	0	0	0	+,-	+	-	-	-	0	-	-	-,+	-	-,+	-	-	-	-	-	-	0.0007363770250368188
kɬ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	-,+	+	-	-	+,-	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
kɾ	consonant	-	-	-	-	+	-,+	-,+	-	-,+	-,+	-	-	-	-	0	0	-,+	+	-	-	+,-	+	-	-	-	0	-	-	-,+	-	-	-	-	-	-	-	-	0.0003681885125184094
kʘ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	+	0.0007363770250368188
kʘh	consonant	-	-	-	-	+,-	-	-,+	-,+	-	-	-	-	-	+,-	-	-	-	0	0	0	+,-	+	-	-	-	0	-	-	-	-	-,+	-	-	-	-	-	+,-	0.0003681885125184094
kʘkxʼ	consonant	-	-	-	-	+	-	-	-,+	-	-	-	-	-	+,-	-	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-,+	-	-	-,+	-	+,-	0.0003681885125184094
kʘx	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	+	-	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	+	0.0003681885125184094
kʘʔ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+,-	-	-	-	0	0	0	+,-	+	-	-	-	0	-	-	-	-	-	-,+	-	-	-	-	+,-	0.0003681885125184094
kʘʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	+	0.0003681885125184094
kʟ̥ʼ	consonant	-	-	-	-	+	-,+	-,+	-	-,+	-	-	-	-,+	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-,+	-	-	-,+	-	-	0.0003681885125184094
kʟ͓̥ʼ	consonant	-	-	-	-	+	-,+	-,+	-,+	-,+	-	-	-	-,+	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-,+	-	-	-,+	-	-	0.0003681885125184094
kʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	-	0.18593519882179677
kʰː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	-	0.0033136966126656848
kʲ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-,+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.03424153166421208
kʲʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-,+	-	0	-	-	-	-	+	-	-	-	-	-	-	0.005522827687776142
kʲʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-,+	-	0	-	-	-	-	-	+	-	-	+	-	-	0.008836524300441826
kʲː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-,+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
kʷ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.12849779086892488
kʷɾ	consonant	-	-	-	-	+	-,+	-,+	-	-,+	-,+	-	-	-	-,+,-	+	-	-,+	+	-	-	+,-	+	-	-	-	0	-	-	-,+	-	-	-	-	-	-	-	-	0.0003681885125184094
kʷʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	-	0.018409425625920472
kʷʰː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	-	0.0007363770250368188
kʷʲ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-,+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
kʷʲʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-,+	-	0	-	-	-	-	+	-	-	-	-	-	-	0.0003681885125184094
kʷʲʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-,+	-	0	-	-	-	-	-	+	-	-	+	-	-	0.0003681885125184094
kʷʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	+	-	-	+	-	-	0.02540500736377025
kʷʼː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	+	-	-	+	-	-	0.0011045655375552283
kʷˀ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	+	-	-	-	-	-	0.0007363770250368188
kʷː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.003681885125184094
kʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	+	-	-	+	-	-	0.0780559646539028
kʼː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	+	-	-	+	-	-	0.005154639175257732
kˀ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	+	-	-	-	-	-	0.0029455081001472753
kː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.03055964653902798
kˑ	consonant	-	-	+	+	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
k˞	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	+	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
k˞ʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	+	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	-	0.0003681885125184094
kˤ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-,+	-	-	-	-	-	-	-	-	-	-	0.0011045655375552283
k̙	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	+	-	-	-	-	-	-	-	-	-	-	0.0007363770250368188
k̟	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0014727540500736377
k̟ʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	0	-	-	-	-	+	-	-	-	-	-	-	0.0007363770250368188
k̟ʲʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	0	-	-	-	-	+	-	-	-	-	-	-	0.0003681885125184094
k̟ʲʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	0	-	-	-	-	-	+	-	-	+	-	-	0.0003681885125184094
k̰	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	+	-	-	-	-	-	0.004050073637702504
k̰ʷ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	+	-	-	-	-	-	0.0014727540500736377
k̻	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	0	+	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
k͈	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	+	-	-	-	-	0.026509572901325478
k͈ʷ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	+	-	-	-	-	0.0003681885125184094
k͈ː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	+	-	-	-	-	0.0007363770250368188
k͉	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	+	-	-	-	0.028718703976435934
k͉ʷ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	+	-	-	-	0.0003681885125184094
kᶣ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-,+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0007363770250368188
k‼	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	-	-	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	+	0.0003681885125184094
k‼x	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	-	-	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	+	0.0003681885125184094
k‼xʼ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	-	-	+	+	-	-	-	0	-	-	-	-	-	+	-	-	+	-	+	0.0003681885125184094
k‼ʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	-	-	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	+	0.0003681885125184094
k‼ʰʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-,+	-	-	-	+,-	+	-	-	-	0	-	-	-	-	-,+	+,-	-	-	-,+	-	+	0.0003681885125184094
k‼ʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	-	-	+	+	-	-	-	0	-	-	-	-	-	+	-	-	+	-	+	0.0003681885125184094
l	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.6793078055964654
ld	consonant	-	-	-	-	+	+,-	+,-	-	+,-	-	-	-	+,-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
lɦ	consonant	-	-	-	-	+,-	+,-	+	+	+,-	-	-	-	+,-	-	0	0	+,-	+	-	-	-	0	0	0	0	0	-	-	+	-	-,+	-	-	-	-	-	-	0.0003681885125184094
lʔ	consonant	-	-	-	-	+	+,-	+,-	-	+,-	-	-	-	+,-	-	0	0	+,-	+	-	-	-	0	0	0	0	0	-	-	+,-	-	-	-,+	-	-	-	-	-	0.0003681885125184094
lʱ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0007363770250368188
lʲ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.023195876288659795
lʲː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
lʲˑ	consonant	-	-	+	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
lʷ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-,+	+	-	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.010677466863033874
lʷʲ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-,+	+	-	+	+	-	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
lʼ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-	0.0011045655375552283
lʼː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-	0.0003681885125184094
lˀ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-	0.0011045655375552283
lː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.030191458026509573
lˑ	consonant	-	-	+	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
lˠ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.004418262150220913
lˤ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0029455081001472753
lˤː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
l̃	consonant	-	-	-	-	+	+	+	0	+	-	-	+	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0022091310751104565
l̟	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
l̠	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.004786450662739323
l̠ʲ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	-	+	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
l̠˞	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	+	+	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
l̠̤	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
l̤	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.008100147275405008
l̥	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.02577319587628866
l̥ʲ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.001840942562592047
l̥ʲː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
l̥ː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0011045655375552283
l̥ˠ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-,+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0007363770250368188
l̩	consonant	-	+	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0022091310751104565
l̪	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.07952871870397643
l̪|l	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.05044182621502209
l̪ʲ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0022091310751104565
l̪ʲ|lʲ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	0	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0022091310751104565
l̪ʷ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-,+	+	-	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.004050073637702504
l̪ː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0014727540500736377
l̪ˠ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0029455081001472753
l̪ˠ|lˠ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	0	-	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.001840942562592047
l̪ˤ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
l̪ˤ|lˤ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	0	-	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
l̪ˤː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
l̪̊	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
l̪̤	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
l̪̤|l̤	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0011045655375552283
l̪̥	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
l̪̥|l̥	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.003681885125184094
l̪̩	consonant	-	+	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
l̪̰|l̰	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-	0.002577319587628866
l̰	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-	0.004418262150220913
l̺	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.04933726067746686
l̻	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.004050073637702504
l̻ː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
l̻̰	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-	0.0003681885125184094
l͈ː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	+	-	-	-	-	0.0003681885125184094
l͉	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	+	-	-	-	0.0003681885125184094
lᶣ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-,+	+	-	+	+	-	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
m	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.9650220913107511
mb	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.11192930780559647
mbv	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
